Series,Experiment,Source,Target,Complete,Parent,Source 1,Target 1,Source 2,Target 2,Best steps,Best BLEU ALL,Best CHRF3 ALL,Best WER ALL,Best TER ALL,Best spBLEU ALL,Last steps,Last BLEU ALL,Last CHRF3 ALL,Last WER ALL,Last TER ALL,Last spBLEU ALL
Niger-Congo,RelatedLanguage3.PartialNT.Scenario3.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,reg-reg,10000,19.58,54.08,53.17,76.93,27.69,14000,19.71,53.73,52.91,76.32,28.00
Niger-Congo,RelatedLanguage4.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,wbi-wbi,10000,16.25,47.79,54.78,77.30,23.97,14000,16.15,48.73,55.70,78.50,24.04
Niger-Congo,RelatedLanguage5.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,kdc-kdc,8000,16.71,49.63,54.75,77.71,24.81,12000,16.97,49.79,53.89,76.54,25.41
Niger-Congo,RelatedLanguage6.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,kde-kde,6000,15.88,48.48,56.17,79.45,23.40,10000,16.02,48.93,55.38,78.32,23.91
Niger-Congo,RelatedLanguage7.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,kiz-kiz,5000,15.47,47.04,56.09,78.73,22.80,9000,15.33,48.23,56.49,79.47,23.02
Niger-Congo,RelatedLanguage8.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,ndj-ndj,13000,16.63,49.53,54.66,77.58,24.57,17000,16.89,49.78,54.16,77.15,25.18
Niger-Congo,RelatedLanguage9.PartialNT.Scenario2.PeekAhead,swh,cwe,True,facebook/nllb-200-distilled-600M,swh-swhonen,cwe-cwe,swh-swhonen,poy-poy,6000,15.92,49.23,57.13,80.35,23.45,10000,16.27,49.82,56.46,79.47,24.12
Niger-Congo,SourceText.Greek.Scenario1,grc,cwe,True,facebook/nllb-200-distilled-600M,grc-grcsbl,cwe-cwe,,,10000,11.30,40.29,62.12,86.34,16.58,14000,11.08,39.70,61.65,85.74,16.47
Niger-Congo,SourceText.Greek.Scenario2,grc,cwe,True,facebook/nllb-200-distilled-600M,grc-grcsbl,cwe-cwe,,,13000,13.54,44.51,59.21,82.01,20.64,17000,13.70,44.49,59.00,81.67,20.79
Niger-Congo,SourceText.Greek.Scenario3,grc,cwe,True,facebook/nllb-200-distilled-600M,grc-grcsbl,cwe-cwe,,,11000,17.96,51.18,54.82,78.20,25.95,15000,18.69,51.49,53.87,76.48,26.66
Otomanguean,NewToOld.Scenario1,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,,,7000,16.24,45.94,61.70,82.79,30.98,10000,15.07,47.02,67.44,89.44,28.98
Otomanguean,Overall.Run1,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,,,14000,29.38,58.66,51.00,68.16,45.75,16000,29.05,58.88,51.59,68.94,45.36
Otomanguean,Overall.Run2,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,,,10000,27.88,56.98,50.93,68.14,44.45,14000,27.20,56.64,52.06,69.87,43.27
Otomanguean,Overall.Run3,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,,,14000,28.80,56.09,50.47,67.79,44.34,18000,29.32,55.95,49.11,66.49,45.20
Otomanguean,Overall.Run4,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,,,6000,28.33,55.45,49.66,66.68,44.04,10000,27.72,56.56,50.96,69.07,43.68
Otomanguean,Overall.Run5,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,,,22000,27.11,56.43,50.90,68.63,43.75,26000,27.77,56.24,50.22,68.24,44.60
Otomanguean,PartialNT.Scenario1,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,,,15000,13.00,42.36,66.13,86.01,26.46,19000,12.93,42.90,67.03,87.08,26.37
Otomanguean,PartialNT.Scenario2,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,,,7000,15.59,47.11,63.70,81.87,30.87,11000,15.87,47.57,63.15,81.51,31.34
Otomanguean,PartialNT.Scenario3,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,,,13000,21.25,52.06,58.41,75.82,37.11,16000,21.04,52.47,59.39,77.21,36.71
Otomanguean,RelatedLanguage.PartialNT.Scenario1.PeekAhead,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,spa-sparvg,zad-zadNT,8000,11.24,41.83,71.38,92.25,23.36,12000,11.65,42.15,69.99,90.83,24.19
Otomanguean,RelatedLanguage.PartialNT.Scenario2.PeekAhead,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,spa-sparvg,zad-zadNT,13000,15.07,47.48,65.40,84.36,30.26,17000,15.57,48.07,65.38,83.94,30.61
Otomanguean,RelatedLanguage.PartialNT.Scenario3.PeekAhead,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,spa-sparvg,zad-zadNT,15000,21.61,52.85,58.95,77.14,37.21,19000,20.51,53.19,61.81,80.71,35.81
Otomanguean,RelatedLanguage2.PartialNT.Scenario1.PeekAhead,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,spa-sparvg,zsr-zsrNT,17000,12.91,43.52,67.78,88.23,25.79,21000,13.10,43.37,67.01,87.58,26.11
Otomanguean,RelatedLanguage2.PartialNT.Scenario2.PeekAhead,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,spa-sparvg,zsr-zsrNT,10000,15.37,47.93,65.57,84.25,30.19,14000,15.57,48.32,65.59,84.67,30.48
Otomanguean,RelatedLanguage2.PartialNT.Scenario3.PeekAhead,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,spa-sparvg,zsr-zsrNT,15000,22.92,54.47,57.24,74.59,38.37,19000,22.26,54.85,58.33,76.63,37.86
Otomanguean,RelatedLanguage3.PartialNT.Scenario2.PeekAhead,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,spa-sparvg,ztq-ztqNT,14000,15.02,47.00,65.45,84.00,29.87,18000,14.75,46.92,65.42,84.20,29.96
Otomanguean,RelatedLanguage4.PartialNT.Scenario2.PeekAhead,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,spa-sparvg,zty-ztyNTps,10000,15.66,47.48,64.25,82.93,30.65,13000,14.48,48.61,69.33,89.86,28.76
Otomanguean,RelatedLanguage5.PartialNT.Scenario2.PeekAhead,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,spa-sparvg,zaw-zawNT,8000,14.86,47.19,66.47,85.70,29.33,12000,14.70,47.66,67.01,86.76,29.25
Otomanguean,RelatedLanguage6.PartialNT.Scenario2.PeekAhead,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,spa-sparvg,zas-zasNT,14000,14.82,48.37,68.11,87.54,29.42,18000,14.88,48.66,68.64,88.12,29.43
Otomanguean,RelatedLanguage7.PartialNT.Scenario2.PeekAhead,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,spa-sparvg,cya-cya,8000,14.81,46.68,65.93,84.97,29.33,12000,15.04,46.72,64.49,83.09,30.07
Otomanguean,RelatedLanguage8.PartialNT.Scenario2.PeekAhead,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,spa-sparvg,zpm-zpmNT,14000,14.76,47.36,67.15,85.89,29.34,18000,14.64,47.45,67.35,86.38,29.39
Otomanguean,RelatedLanguage9.PartialNT.Scenario2.PeekAhead,spa,zat,True,facebook/nllb-200-distilled-600M,spa-sparvg,zat-zatNTps,spa-sparvg,zab-zabNT,19000,15.64,47.93,64.94,83.91,30.69,22000,15.07,48.49,67.51,86.98,29.66
Otomanguean,SourceText.Greek.Scenario1,grc,zat,True,facebook/nllb-200-distilled-600M,grc-grcsbl,zat-zatNTps,,,10000,9.02,37.38,75.39,95.31,20.04,12000,9.06,37.02,74.41,94.59,20.22
Otomanguean,SourceText.Greek.Scenario2,grc,zat,True,facebook/nllb-200-distilled-600M,grc-grcsbl,zat-zatNTps,,,14000,12.27,43.04,69.31,88.15,26.11,18000,12.30,43.43,70.01,89.06,26.01
Otomanguean,SourceText.Greek.Scenario3,grc,zat,True,facebook/nllb-200-distilled-600M,grc-grcsbl,zat-zatNTps,,,6000,17.36,47.95,64.66,83.52,31.83,10000,17.24,49.27,66.63,85.84,31.44
Sino-Tibetan,Overall.Run1,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,,,15000,31.45,57.87,52.02,63.98,49.45,19000,30.55,58.45,53.48,65.85,48.19
Sino-Tibetan,Overall.Run1.NLLB-distilled-1.3B,npi,taj,True,facebook/nllb-200-distilled-1.3B,npi-npiulb,taj-taj,,,24000,33.09,59.89,52.10,62.30,51.02,28000,33.54,59.69,50.18,60.63,51.97
Sino-Tibetan,Overall.Run1.NMT.1-1,npi,taj,True,SILTransformerBase,npi-npiulb,taj-taj,,,4000,10.19,37.55,68.31,87.08,26.11,8000,10.78,38.82,67.13,85.13,27.97
Sino-Tibetan,Overall.Run2,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,,,14000,30.49,58.86,51.65,65.75,48.51,18000,30.90,58.44,50.62,64.16,48.92
Sino-Tibetan,Overall.Run2.NMT.1-1,npi,taj,True,SILTransformerBase,npi-npiulb,taj-taj,,,5000,8.92,37.06,66.88,86.83,26.46,8000,9.40,36.57,66.12,86.00,26.03
Sino-Tibetan,Overall.Run3,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,,,14000,34.19,59.86,48.81,60.94,52.02,17000,33.46,60.36,50.44,62.08,50.82
Sino-Tibetan,Overall.Run3.NMT.1-1,npi,taj,True,SILTransformerBase,npi-npiulb,taj-taj,,,5000,10.50,38.45,66.07,85.37,27.92,9000,10.29,37.93,63.98,83.48,26.93
Sino-Tibetan,Overall.Run4,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,,,15000,30.45,58.35,50.16,63.61,48.66,,,,,,
Sino-Tibetan,Overall.Run4.NMT.1-1,npi,taj,True,SILTransformerBase,npi-npiulb,taj-taj,,,10000,8.40,36.72,69.68,88.12,25.30,14000,8.10,35.89,68.29,87.23,24.40
Sino-Tibetan,Overall.Run5,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,,,11000,32.44,58.92,50.45,63.88,50.57,15000,32.20,58.89,51.55,64.42,50.12
Sino-Tibetan,Overall.Run5.NMT.1-1,npi,taj,True,SILTransformerBase,npi-npiulb,taj-taj,,,3000,10.69,37.35,66.50,85.20,26.51,7000,11.22,36.92,65.63,84.05,26.21
Sino-Tibetan,PartialNT.Scenario1,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,,,14000,18.48,46.32,61.65,79.91,35.28,18000,18.03,46.32,62.45,81.10,34.76
Sino-Tibetan,PartialNT.Scenario2,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,,,12000,18.51,48.20,61.92,77.92,36.81,16000,18.68,48.17,61.58,77.58,37.06
Sino-Tibetan,PartialNT.Scenario3,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,,,15000,23.29,52.41,57.91,72.41,41.95,,,,,,
Sino-Tibetan,RelatedLanguage.PartialNT.Scenario1.PeekAhead,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,npi-npiulb,lif-lifNT,17000,17.33,45.55,63.48,82.76,33.75,21000,17.43,45.29,63.37,82.25,33.89
Sino-Tibetan,RelatedLanguage.PartialNT.Scenario2.PeekAhead,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,npi-npiulb,lif-lifNT,12000,18.04,47.98,63.22,79.58,35.96,16000,17.99,48.86,64.90,80.81,35.56
Sino-Tibetan,RelatedLanguage.PartialNT.Scenario3.PeekAhead,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,npi-npiulb,lif-lifNT,13000,22.75,52.59,58.90,74.39,41.08,17000,22.70,52.43,58.80,74.01,40.79
Sino-Tibetan,RelatedLanguage2.PartialNT.Scenario1.PeekAhead,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,npi-npiulb,suz-suzBl,15000,15.90,45.06,66.75,86.05,31.40,19000,16.21,44.83,66.20,85.20,31.82
Sino-Tibetan,RelatedLanguage2.PartialNT.Scenario2.PeekAhead,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,npi-npiulb,suz-suzBl,8000,17.82,47.36,62.95,79.32,36.04,12000,17.78,47.80,63.32,79.77,35.94
Sino-Tibetan,RelatedLanguage2.PartialNT.Scenario3.PeekAhead,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,npi-npiulb,lif-lifNT,16000,23.41,52.06,57.26,71.86,42.07,20000,20.63,51.70,63.41,78.53,38.25
Sino-Tibetan,RelatedLanguage3.PartialNT.Scenario2.PeekAhead,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,npi-npiulb,cth-cth,14000,17.22,47.80,65.69,81.89,34.61,22000,29.62,55.23,54.09,68.50,45.39
Sino-Tibetan,RelatedLanguage4.PartialNT.Scenario2.PeekAhead,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,npi-npiulb,tcz-tczchongthu,13000,16.78,47.52,66.03,82.67,34.40,,,,,,
Sino-Tibetan,RelatedLanguage5.PartialNT.Scenario2.PeekAhead,npi,taj,True,facebook/nllb-200-distilled-600M,npi-npiulb,taj-taj,npi-npiulb,zyp-zypNT,16000,17.52,47.78,64.73,80.97,35.29,20000,17.09,48.05,65.63,82.33,34.65
Sino-Tibetan,SourceText.Greek.Scenario1,grc,taj,True,facebook/nllb-200-distilled-600M,grc-grcsbl,taj-taj,,,19000,13.36,38.98,69.41,89.07,27.33,,,,,,
Sino-Tibetan,SourceText.Greek.Scenario2,grc,taj,True,facebook/nllb-200-distilled-600M,grc-grcsbl,taj-taj,,,14000,14.77,43.86,66.55,83.78,31.51,18000,14.69,43.96,67.10,84.01,31.30
Sino-Tibetan,SourceText.Greek.Scenario3,grc,taj,True,facebook/nllb-200-distilled-600M,grc-grcsbl,taj-taj,,,9000,20.16,48.17,59.93,75.24,38.07,13000,19.85,49.86,62.25,78.31,37.40
Tagalog,Overall.Run1,ilo,tgl,False,facebook/nllb-200-distilled-600M,ilo-iloulb,tgl-tglulb,,,,,,,,,,,,,,
Tagalog,Overall.Run1.NLLB-distilled-1.3B,ilo,tgl,False,facebook/nllb-200-distilled-1.3B,ilo-iloulb,tgl-tglulb,,,,,,,,,,,,,,
Trans-NewGuinea,Overall.Run1,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,,,25000,31.64,60.06,47.95,61.56,48.97,29000,32.11,61.35,47.95,61.46,49.25
Trans-NewGuinea,Overall.Run1.Pair2,mps,ppo,False,facebook/nllb-200-distilled-600M,mps-mps,ppo-ppo,,,,,,,,,,,,,,
Trans-NewGuinea,Overall.Run2,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,,,17000,30.65,58.79,47.02,61.89,48.77,21000,31.33,59.17,46.77,61.84,48.96
Trans-NewGuinea,Overall.Run2.Pair2,mps,ppo,False,facebook/nllb-200-distilled-600M,mps-mps,ppo-ppo,,,,,,,,,,,,,,
Trans-NewGuinea,Overall.Run3,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,,,13000,32.45,60.18,48.00,61.35,49.28,15000,32.25,60.88,49.55,62.58,48.83
Trans-NewGuinea,Overall.Run3.Pair2,mps,ppo,False,facebook/nllb-200-distilled-600M,mps-mps,ppo-ppo,,,,,,,,,,,,,,
Trans-NewGuinea,Overall.Run4,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,,,22000,32.34,60.87,48.94,62.15,49.98,25000,33.18,60.69,47.15,60.63,50.82
Trans-NewGuinea,Overall.Run4.Pair2,mps,ppo,False,facebook/nllb-200-distilled-600M,mps-mps,ppo-ppo,,,,,,,,,,,,,,
Trans-NewGuinea,Overall.Run5,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,,,15000,31.31,58.87,48.95,61.01,49.02,,,,,,
Trans-NewGuinea,Overall.Run5.Pair2,mps,ppo,False,facebook/nllb-200-distilled-600M,mps-mps,ppo-ppo,,,,,,,,,,,,,,
Trans-NewGuinea,PartialNT.Scenario1,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,,,12000,15.00,41.16,63.03,80.19,29.51,16000,15.27,41.51,62.35,79.50,30.04
Trans-NewGuinea,PartialNT.Scenario2,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,,,11000,17.83,48.36,57.31,72.97,36.88,15000,18.13,49.19,58.21,73.96,36.52
Trans-NewGuinea,PartialNT.Scenario2_reverse,yut,tpi,True,facebook/nllb-200-distilled-600M,yut-yut,tpi-tpiOTNT,,,13000,29.21,53.08,56.12,65.29,29.65,17000,29.58,53.66,55.68,64.91,30.04
Trans-NewGuinea,PartialNT.Scenario3,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,,,17000,23.43,54.73,53.93,68.67,42.16,19000,23.57,54.48,53.31,67.91,42.60
Trans-NewGuinea,PartialNT2.Scenario2,mps,ppo,True,facebook/nllb-200-distilled-600M,mps-mps,ppo-ppo,,,15000,4.66,37.66,89.78,110.10,13.26,19000,4.84,37.62,88.71,109.14,13.54
Trans-NewGuinea,PartialNT2.Scenario2_reverse,ppo,mps,True,facebook/nllb-200-distilled-600M,ppo-ppo,mps-mps,,,18000,6.73,36.10,74.34,89.92,12.13,22000,6.95,36.61,74.96,90.78,12.44
Trans-NewGuinea,PartialNT3.Scenario2,beo,taw,True,facebook/nllb-200-distilled-600M,beo-beo,taw-taw,,,24000,7.43,34.67,77.37,94.71,24.57,26000,7.45,35.19,78.58,96.18,24.25
Trans-NewGuinea,PartialNT3.Scenario2_reverse,taw,beo,True,facebook/nllb-200-distilled-600M,taw-taw,beo-beo,,,11000,11.81,38.05,180.21,98.20,14.67,15000,11.52,39.85,193.16,104.77,14.35
Trans-NewGuinea,PartialNT4.Scenario2,hui,kyc,True,facebook/nllb-200-distilled-600M,hui-hui,kyc-kyc,,,23000,4.02,41.78,81.71,107.65,10.60,27000,4.19,42.15,82.21,107.32,10.86
Trans-NewGuinea,PartialNT4.Scenario2_reverse,kyc,hui,True,facebook/nllb-200-distilled-600M,kyc-kyc,hui-hui,,,10000,4.69,38.31,75.43,99.21,13.99,14000,4.75,39.65,76.32,100.72,14.02
Trans-NewGuinea,PartialNT5.Scenario2,kjs,ssx,True,facebook/nllb-200-distilled-600M,kjs-kjs,ssx-ssx,,,23000,3.16,45.52,80.43,106.81,19.90,,,,,,
Trans-NewGuinea,PartialNT5.Scenario2_reverse,ssx,kjs,True,facebook/nllb-200-distilled-600M,ssx-ssx,kjs-kjs,,,7000,3.79,37.24,72.21,95.05,12.89,10000,3.99,38.85,74.50,97.32,12.73
Trans-NewGuinea,PartialNT6.Scenario2,hui,enq,True,facebook/nllb-200-distilled-600M,hui-hui,enq-enq,,,28000,5.57,44.51,74.86,99.26,12.95,29000,5.59,44.60,74.76,99.18,13.02
Trans-NewGuinea,PartialNT6.Scenario2_reverse,enq,hui,True,facebook/nllb-200-distilled-600M,enq-enq,hui-hui,,,15000,5.39,42.06,76.48,101.30,15.12,16000,5.37,41.97,76.55,101.36,15.15
Trans-NewGuinea,PartialNT7.Scenario2,hui,ssx,True,facebook/nllb-200-distilled-600M,hui-hui,ssx-ssx,,,21000,3.96,45.27,71.50,98.25,22.53,,,,,,
Trans-NewGuinea,PartialNT7.Scenario2_reverse,ssx,hui,True,facebook/nllb-200-distilled-600M,ssx-ssx,hui-hui,,,20000,5.54,41.54,75.55,99.38,15.39,24000,5.53,41.34,75.93,100.28,15.24
Trans-NewGuinea,PartialNT8.Scenario2,hui,ipi,True,facebook/nllb-200-distilled-600M,hui-hui,ipi-ipi,,,20000,7.38,46.42,80.59,101.44,15.93,24000,7.57,46.48,79.95,100.36,16.23
Trans-NewGuinea,PartialNT8.Scenario2_reverse,ipi,hui,True,facebook/nllb-200-distilled-600M,ipi-ipi,hui-hui,,,20000,4.83,39.63,78.38,101.41,14.25,24000,4.69,40.54,81.27,103.79,14.04
Trans-NewGuinea,RelatedLanguage.PartialNT.Scenario1.PeekAhead,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,tpi-tpiOTNT,nca-nca,30000,14.55,40.53,64.99,82.44,27.86,34000,14.27,40.95,66.73,84.26,27.18
Trans-NewGuinea,RelatedLanguage.PartialNT.Scenario2.PeekAhead,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,tpi-tpiOTNT,nca-nca,13000,16.23,47.99,61.26,77.69,33.94,17000,16.47,48.66,62.02,78.28,34.05
Trans-NewGuinea,RelatedLanguage.PartialNT.Scenario3.PeekAhead,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,tpi-tpiOTNT,nca-nca,16000,21.52,52.90,55.35,70.41,40.65,20000,21.34,53.39,56.09,71.10,40.43
Trans-NewGuinea,RelatedLanguage2.PartialNT.Scenario1.PeekAhead,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,tpi-tpiOTNT,nop-nop,16000,13.45,39.57,66.63,84.29,26.38,20000,13.47,39.50,66.69,84.47,26.31
Trans-NewGuinea,RelatedLanguage2.PartialNT.Scenario2.PeekAhead,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,tpi-tpiOTNT,nop-nop,19000,16.68,49.93,62.06,78.54,34.38,23000,16.34,50.22,63.94,80.23,33.56
Trans-NewGuinea,RelatedLanguage2.PartialNT.Scenario3.PeekAhead,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,tpi-tpiOTNT,nop-nop,13000,20.49,51.94,57.10,72.70,39.16,17000,19.60,52.53,58.73,74.38,38.34
Trans-NewGuinea,RelatedLanguage3.PartialNT.Scenario2.PeekAhead,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,tpi-tpiOTNT,yuw-yuw,10000,15.89,47.92,62.20,78.46,33.31,14000,15.98,48.68,62.75,79.13,33.45
Trans-NewGuinea,RelatedLanguage4.PartialNT.Scenario2.PeekAhead,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,tpi-tpiOTNT,iou-iou,22000,16.72,47.83,60.23,76.29,34.78,,,,,,
Trans-NewGuinea,RelatedLanguage5.PartialNT.Scenario2.PeekAhead,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,tpi-tpiOTNT,rwo-rwo-karo,25000,17.08,48.53,59.61,75.60,35.51,29000,17.37,48.55,59.30,75.06,35.69
Trans-NewGuinea,RelatedLanguage6.PartialNT.Scenario2.PeekAhead,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,tpi-tpiOTNT,rwo-rwo-rawa,27000,16.88,48.96,60.34,76.87,34.95,31000,17.17,49.36,60.77,76.66,35.01
Trans-NewGuinea,RelatedLanguage7.PartialNT.Scenario2.PeekAhead,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,tpi-tpiOTNT,wnc-wnc,12000,15.71,47.56,62.46,79.08,32.99,16000,15.33,48.40,64.29,81.42,32.27
Trans-NewGuinea,RelatedLanguage8.PartialNT.Scenario2.PeekAhead,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,tpi-tpiOTNT,dah-dah,15000,15.09,47.83,63.96,80.79,32.33,19000,15.63,48.38,63.55,80.08,33.02
Trans-NewGuinea,RelatedLanguage9.PartialNT.Scenario2.PeekAhead,tpi,yut,True,facebook/nllb-200-distilled-600M,tpi-tpiOTNT,yut-yut,tpi-tpiOTNT,uvh-uvh,14000,15.93,47.34,61.01,77.41,33.83,18000,15.95,47.74,61.21,77.58,34.00
Trans-NewGuinea,SourceText.Greek.Scenario1,grc,yut,True,facebook/nllb-200-distilled-600M,grc-grcsbl,yut-yut,,,11000,9.60,33.41,72.69,90.51,21.35,12000,9.46,33.79,73.81,91.54,20.93
Trans-NewGuinea,SourceText.Greek.Scenario2,grc,yut,True,facebook/nllb-200-distilled-600M,grc-grcsbl,yut-yut,,,11000,9.57,38.57,70.72,88.12,24.79,,,,,,
Trans-NewGuinea,SourceText.Greek.Scenario3,grc,yut,True,facebook/nllb-200-distilled-600M,grc-grcsbl,yut-yut,,,9000,13.67,42.78,64.84,80.44,31.23,13000,14.01,44.11,66.54,82.78,30.80
Written by F:/GitHub/davidbaines/textinfo/python/summarize_scores_multi.py,,,,,,,,,,,,,,,,,,,,,
